p_id,p_id2,value
2rfu,2wrh,2.76
2viu,2wrh,1.78
2wr0,2wrh,1.07
2wr1,2wrh,1.01
2wr2,2wrh,1.0
2wr3,2wrh,1.25
2wr4,2wrh,1.22
2wr5,2wrh,1.25
2wr7,2wrh,1.25
2wrb,2wrh,1.03
2wrc,2wrh,0.99
2wrd,2wrh,0.98
2wre,2wrh,1.3
2wrf,2wrh,1.06
2wrg,2wrh,0.43
1eo8,2yp2,0.63
1ha0,2yp2,0.69
1hgd,2yp2,0.61
1hge,2yp2,0.62
1hgf,2yp2,0.62
1hgg,2yp2,0.64
1hgh,2yp2,0.63
1hgi,2yp2,0.62
1hgj,2yp2,0.61
1jsd,2yp2,1.61
1jsh,2yp2,1.63
1jsi,2yp2,1.64
1jsm,2yp2,1.54
1jsn,2yp2,1.59
1jso,2yp2,1.55
1ken,2yp2,0.73
1mql,2yp2,0.67
1mqm,2yp2,0.67
1mqn,2yp2,0.67
1qfu,2yp2,0.62
1rd8,2yp2,1.91
1ru7,2yp2,1.66
1rvt,2yp2,1.75
1rvx,2yp2,1.68
1rvz,2yp2,1.66
1ti8,2yp2,1.63
2fk0,2yp2,1.78
2hmg,2yp2,0.6
2ibx,2yp2,1.53
2rft,2yp2,2.68
2rfu,2yp2,2.67
2viu,2yp2,0.65
2wr0,2yp2,1.8
2wr1,2yp2,1.79
2wr2,2yp2,1.8
2wr3,2yp2,2.24
2wr4,2yp2,2.24
2wr5,2yp2,2.29
2wr7,2yp2,2.19
2wrb,2yp2,1.8
2wrc,2yp2,1.8
2wrd,2yp2,1.78
2wre,2yp2,2.27
2wrf,2yp2,1.87
2wrg,2yp2,1.87
2wrh,2yp2,1.87
1eo8,2yp3,0.58
1ha0,2yp3,0.64
1hgd,2yp3,0.55
1hge,2yp3,0.56
1hgf,2yp3,0.56
1hgg,2yp3,0.57
1hgh,2yp3,0.57
1hgi,2yp3,0.57
1hgj,2yp3,0.56
1jsd,2yp3,1.63
1jsh,2yp3,1.64
1jsi,2yp3,1.65
1jsm,2yp3,1.53
1jsn,2yp3,1.58
1jso,2yp3,1.54
1ken,2yp3,0.69
1mql,2yp3,0.61
1mqm,2yp3,0.6
1mqn,2yp3,0.6
1qfu,2yp3,0.56
1rd8,2yp3,1.88
1ru7,2yp3,1.65
1rvt,2yp3,1.74
1rvx,2yp3,1.67
1rvz,2yp3,1.66
1ti8,2yp3,1.63
2fk0,2yp3,1.76
2hmg,2yp3,0.55
2ibx,2yp3,1.53
2rft,2yp3,2.7
2rfu,2yp3,2.69
2viu,2yp3,0.58
2wr0,2yp3,1.78
2wr1,2yp3,1.78
2wr2,2yp3,1.78
2wr3,2yp3,2.23
2wr4,2yp3,2.23
2wr5,2yp3,2.3
2wr7,2yp3,2.18
2wrb,2yp3,1.8
2wrc,2yp3,1.79
2wrd,2yp3,1.76
2wre,2yp3,2.27
2wrf,2yp3,1.84
2wrg,2yp3,1.85
2wrh,2yp3,1.84
2yp2,2yp3,0.24
1eo8,2yp4,0.57
1ha0,2yp4,0.64
1hgd,2yp4,0.54
1hge,2yp4,0.55
1hgf,2yp4,0.55
1hgg,2yp4,0.56
1hgh,2yp4,0.56
1hgi,2yp4,0.56
1hgj,2yp4,0.55
1jsd,2yp4,1.63
1jsh,2yp4,1.64
1jsi,2yp4,1.65
1jsm,2yp4,1.53
1jsn,2yp4,1.58
1jso,2yp4,1.54
1ken,2yp4,0.68
1mql,2yp4,0.61
1mqm,2yp4,0.6
1mqn,2yp4,0.6
1qfu,2yp4,0.55
1rd8,2yp4,1.88
1ru7,2yp4,1.65
1rvt,2yp4,1.74
1rvx,2yp4,1.67
1rvz,2yp4,1.66
1ti8,2yp4,1.63
2fk0,2yp4,1.76
2hmg,2yp4,0.54
2ibx,2yp4,1.52
2rft,2yp4,2.68
2rfu,2yp4,2.68
2viu,2yp4,0.57
2wr0,2yp4,1.79
2wr1,2yp4,1.78
2wr2,2yp4,1.78
2wr3,2yp4,2.23
2wr4,2yp4,2.24
2wr5,2yp4,2.3
2wr7,2yp4,2.18
2wrb,2yp4,1.8
2wrc,2yp4,1.79
2wrd,2yp4,1.76
2wre,2yp4,2.27
2wrf,2yp4,1.85
2wrg,2yp4,1.85
2wrh,2yp4,1.84
2yp2,2yp4,0.21
2yp3,2yp4,0.1
1eo8,2yp5,0.58
1ha0,2yp5,0.64
1hgd,2yp5,0.55
1hge,2yp5,0.56
1hgf,2yp5,0.56
1hgg,2yp5,0.58
1hgh,2yp5,0.57
1hgi,2yp5,0.56
1hgj,2yp5,0.56
1jsd,2yp5,1.61
1jsh,2yp5,1.63
1jsi,2yp5,1.64
1jsm,2yp5,1.53
1jsn,2yp5,1.58
1jso,2yp5,1.54
1ken,2yp5,0.68
1mql,2yp5,0.63
1mqm,2yp5,0.62
1mqn,2yp5,0.62
1qfu,2yp5,0.57
1rd8,2yp5,1.9
1ru7,2yp5,1.65
1rvt,2yp5,1.75
1rvx,2yp5,1.66
1rvz,2yp5,1.65
1ti8,2yp5,1.63
2fk0,2yp5,1.77
2hmg,2yp5,0.54
2ibx,2yp5,1.52
2rft,2yp5,2.67
2rfu,2yp5,2.66
2viu,2yp5,0.59
2wr0,2yp5,1.79
2wr1,2yp5,1.8
2wr2,2yp5,1.8
2wr3,2yp5,2.23
2wr4,2yp5,2.24
2wr5,2yp5,2.29
2wr7,2yp5,2.18
2wrb,2yp5,1.8
2wrc,2yp5,1.79
2wrd,2yp5,1.77
2wre,2yp5,2.27
2wrf,2yp5,1.85
2wrg,2yp5,1.86
2wrh,2yp5,1.85
2yp2,2yp5,0.12
2yp3,2yp5,0.22
2yp4,2yp5,0.18
1eo8,2yp7,0.64
1ha0,2yp7,0.69
1hgd,2yp7,0.62
1hge,2yp7,0.63
1hgf,2yp7,0.63
1hgg,2yp7,0.65
1hgh,2yp7,0.64
1hgi,2yp7,0.63
1hgj,2yp7,0.62
1jsd,2yp7,1.62
1jsh,2yp7,1.64
1jsi,2yp7,1.65
1jsm,2yp7,1.54
1jsn,2yp7,1.6
1jso,2yp7,1.55
1ken,2yp7,0.75
1mql,2yp7,0.69
1mqm,2yp7,0.68
1mqn,2yp7,0.68
1qfu,2yp7,0.63
1rd8,2yp7,1.91
1ru7,2yp7,1.67
1rvt,2yp7,1.76
1rvx,2yp7,1.68
1rvz,2yp7,1.67
1ti8,2yp7,1.64
2fk0,2yp7,1.78
2hmg,2yp7,0.61
2ibx,2yp7,1.54
2rft,2yp7,2.68
2rfu,2yp7,2.67
2viu,2yp7,0.65
2wr0,2yp7,1.81
2wr1,2yp7,1.8
2wr2,2yp7,1.8
2wr3,2yp7,2.24
2wr4,2yp7,2.24
2wr5,2yp7,2.3
2wr7,2yp7,2.19
2wrb,2yp7,1.81
2wrc,2yp7,1.8
2wrd,2yp7,1.78
2wre,2yp7,2.27
2wrf,2yp7,1.87
2wrg,2yp7,1.87
2wrh,2yp7,1.87
2yp2,2yp7,0.08
2yp3,2yp7,0.25
2yp4,2yp7,0.22
2yp5,2yp7,0.14
1eo8,2yp8,0.63
1ha0,2yp8,0.69
1hgd,2yp8,0.61
1hge,2yp8,0.62
1hgf,2yp8,0.62
1hgg,2yp8,0.64
1hgh,2yp8,0.63
1hgi,2yp8,0.63
1hgj,2yp8,0.62
1jsd,2yp8,1.62
1jsh,2yp8,1.64
1jsi,2yp8,1.65
1jsm,2yp8,1.54
1jsn,2yp8,1.6
1jso,2yp8,1.55
1ken,2yp8,0.74
1mql,2yp8,0.68
1mqm,2yp8,0.67
1mqn,2yp8,0.67
1qfu,2yp8,0.62
1rd8,2yp8,1.91
1ru7,2yp8,1.67
1rvt,2yp8,1.76
1rvx,2yp8,1.68
1rvz,2yp8,1.67
1ti8,2yp8,1.63
2fk0,2yp8,1.78
2hmg,2yp8,0.6
2ibx,2yp8,1.54
2rft,2yp8,2.68
2rfu,2yp8,2.67
2viu,2yp8,0.65
2wr0,2yp8,1.81
2wr1,2yp8,1.79
2wr2,2yp8,1.8
2wr3,2yp8,2.24
2wr4,2yp8,2.24
2wr5,2yp8,2.3
2wr7,2yp8,2.19
2wrb,2yp8,1.81
2wrc,2yp8,1.8
2wrd,2yp8,1.78
2wre,2yp8,2.27
2wrf,2yp8,1.87
2wrg,2yp8,1.87
2wrh,2yp8,1.87
2yp2,2yp8,0.06
2yp3,2yp8,0.23
2yp4,2yp8,0.2
2yp5,2yp8,0.12
2yp7,2yp8,0.07
1eo8,2yp9,0.63
1ha0,2yp9,0.68
1hgd,2yp9,0.61
1hge,2yp9,0.61
1hgf,2yp9,0.61
1hgg,2yp9,0.63
1hgh,2yp9,0.62
1hgi,2yp9,0.62
1hgj,2yp9,0.61
1jsd,2yp9,1.61
1jsh,2yp9,1.63
1jsi,2yp9,1.64
1jsm,2yp9,1.54
1jsn,2yp9,1.59
1jso,2yp9,1.54
1ken,2yp9,0.74
1mql,2yp9,0.67
1mqm,2yp9,0.67
1mqn,2yp9,0.67
1qfu,2yp9,0.61
1rd8,2yp9,1.9
1ru7,2yp9,1.66
1rvt,2yp9,1.75
1rvx,2yp9,1.67
1rvz,2yp9,1.66
1ti8,2yp9,1.62
2fk0,2yp9,1.77
2hmg,2yp9,0.59
2ibx,2yp9,1.53
2rft,2yp9,2.66
2rfu,2yp9,2.65
2viu,2yp9,0.64
2wr0,2yp9,1.8
2wr1,2yp9,1.8
2wr2,2yp9,1.8
2wr3,2yp9,2.24
2wr4,2yp9,2.24
2wr5,2yp9,2.3
2wr7,2yp9,2.18
2wrb,2yp9,1.8
2wrc,2yp9,1.79
2wrd,2yp9,1.77
2wre,2yp9,2.27
2wrf,2yp9,1.87
2wrg,2yp9,1.86
2wrh,2yp9,1.87
2yp2,2yp9,0.08
2yp3,2yp9,0.25
2yp4,2yp9,0.21
2yp5,2yp9,0.11
2yp7,2yp9,0.09
2yp8,2yp9,0.07
1eo8,2ypg,0.32
1ha0,2ypg,0.41
1hgd,2ypg,0.27
1hge,2ypg,0.27
1hgf,2ypg,0.28
1hgg,2ypg,0.28
1hgh,2ypg,0.27
1hgi,2ypg,0.26
1hgj,2ypg,0.28
1jsd,2ypg,1.58
1jsh,2ypg,1.59
1jsi,2ypg,1.6
1jsm,2ypg,1.48
1jsn,2ypg,1.52
1jso,2ypg,1.49
1ken,2ypg,0.46
1mql,2ypg,0.38
1mqm,2ypg,0.36
1mqn,2ypg,0.36
1qfu,2ypg,0.33
1rd8,2ypg,1.85
1ru7,2ypg,1.61
1rvt,2ypg,1.69
1rvx,2ypg,1.62
1rvz,2ypg,1.61
1ti8,2ypg,1.64
2fk0,2ypg,1.73
2hmg,2ypg,0.31
2ibx,2ypg,1.5
2rft,2ypg,2.69
2rfu,2ypg,2.68
2viu,2ypg,0.27
2wr0,2ypg,1.73
2wr1,2ypg,1.73
2wr2,2ypg,1.73
2wr3,2ypg,2.14
2wr4,2ypg,2.21
2wr5,2ypg,2.23
2wr7,2ypg,2.14
2wrb,2ypg,1.74
2wrc,2ypg,1.73
2wrd,2ypg,1.72
2wre,2ypg,2.17
2wrf,2ypg,1.78
2wrg,2ypg,1.81
2wrh,2ypg,1.8
2yp2,2ypg,0.58
2yp3,2ypg,0.53
2yp4,2ypg,0.52
2yp5,2ypg,0.53
2yp7,2ypg,0.59
2yp8,2ypg,0.58
2yp9,2ypg,0.58
1eo8,3al4,1.77
1ha0,3al4,1.76
1hgd,3al4,1.73
1hge,3al4,1.73
1hgf,3al4,1.74
1hgg,3al4,1.74
1hgh,3al4,1.74
1hgi,3al4,1.74
1hgj,3al4,1.74
1jsd,3al4,1.29
1jsh,3al4,1.29
1jsi,3al4,1.29
1jsm,3al4,1.26
1jsn,3al4,1.32
1jso,3al4,1.27
1ken,3al4,1.77
1mql,3al4,1.72
1mqm,3al4,1.72
1mqn,3al4,1.72
1qfu,3al4,1.75
1rd8,3al4,0.64
1ru7,3al4,0.88
1rvt,3al4,0.97
1rvx,3al4,0.9
1rvz,3al4,0.9
1ti8,3al4,2.09
2fk0,3al4,0.91
2hmg,3al4,1.75
2ibx,3al4,1.28
2rft,3al4,2.84
2rfu,3al4,2.84
2viu,3al4,1.73
2wr0,3al4,1.07
2wr1,3al4,0.92
2wr2,3al4,0.9
2wr3,3al4,1.15
2wr4,3al4,1.11
2wr5,3al4,1.14
2wr7,3al4,1.14
2wrb,3al4,0.94
2wrc,3al4,0.94
2wrd,3al4,0.95
2wre,3al4,1.22
2wrf,3al4,1.02
2wrg,3al4,0.59
2wrh,3al4,0.63
2yp2,3al4,1.78
2yp3,3al4,1.76
2yp4,3al4,1.77
2yp5,3al4,1.77
2yp7,3al4,1.78
2yp8,3al4,1.78
2yp9,3al4,1.77
2ypg,3al4,1.73
1eo8,3bt6,2.67
1ha0,3bt6,2.7
1hgd,3bt6,2.68
1hge,3bt6,2.68
1hgf,3bt6,2.7
1hgg,3bt6,2.69
1hgh,3bt6,2.69
1hgi,3bt6,2.69
1hgj,3bt6,2.68
1jsd,3bt6,2.59
1jsh,3bt6,2.6
1jsi,3bt6,2.62
1jsm,3bt6,2.89
1jsn,3bt6,2.93
1jso,3bt6,2.89
1ken,3bt6,2.72
1mql,3bt6,2.71
1mqm,3bt6,2.7
1mqn,3bt6,2.7
1qfu,3bt6,2.68
1rd8,3bt6,2.75
1ru7,3bt6,2.81
1rvt,3bt6,2.88
1rvx,3bt6,2.81
1rvz,3bt6,2.82
1ti8,3bt6,3.06
2fk0,3bt6,2.8
2hmg,3bt6,2.69
2ibx,3bt6,2.8
2rft,3bt6,0.41
2rfu,3bt6,0.38
2viu,3bt6,2.67
2wr0,3bt6,2.81
2wr1,3bt6,2.85
2wr2,3bt6,2.81
2wr3,3bt6,3.14
2wr4,3bt6,3.17
2wr5,3bt6,3.29
2wr7,3bt6,3.18
2wrb,3bt6,2.85
2wrc,3bt6,2.9
2wrd,3bt6,2.85
2wre,3bt6,3.03
2wrf,3bt6,2.97
2wrg,3bt6,2.76
2wrh,3bt6,2.76
2yp2,3bt6,2.66
2yp3,3bt6,2.69
2yp4,3bt6,2.68
2yp5,3bt6,2.66
2yp7,3bt6,2.66
2yp8,3bt6,2.66
2yp9,3bt6,2.64
2ypg,3bt6,2.68
3al4,3bt6,2.75
1eo8,3eyj,0.79
1ha0,3eyj,0.86
1hgd,3eyj,0.79
1hge,3eyj,0.8
1hgf,3eyj,0.8
1hgg,3eyj,0.8
1hgh,3eyj,0.81
1hgi,3eyj,0.82
1hgj,3eyj,0.82
1jsd,3eyj,1.64
1jsh,3eyj,1.64
1jsi,3eyj,1.64
1jsm,3eyj,1.91
1jsn,3eyj,1.93
1jso,3eyj,1.91
1ken,3eyj,0.8
1mql,3eyj,0.85
1mqm,3eyj,0.83
1mqn,3eyj,0.83
1qfu,3eyj,0.82
1rd8,3eyj,2.25
1ru7,3eyj,1.82
1rvt,3eyj,1.93
1rvx,3eyj,1.82
1rvz,3eyj,1.82
1ti8,3eyj,1.73
2fk0,3eyj,2.2
2hmg,3eyj,0.76
2ibx,3eyj,1.86
2rft,3eyj,2.92
2rfu,3eyj,2.88
2viu,3eyj,0.84
2wr0,3eyj,2.2
2wr1,3eyj,2.11
2wr2,3eyj,2.11
2wr3,3eyj,2.25
2wr4,3eyj,2.25
2wr5,3eyj,2.34
2wr7,3eyj,2.29
2wrb,3eyj,2.22
2wrc,3eyj,2.23
2wrd,3eyj,2.21
2wre,3eyj,2.3
2wrf,3eyj,2.28
2wrg,3eyj,2.13
2wrh,3eyj,2.13
2yp2,3eyj,0.78
2yp3,3eyj,0.76
2yp4,3eyj,0.77
2yp5,3eyj,0.77
2yp7,3eyj,0.76
2yp8,3eyj,0.76
2yp9,3eyj,0.76
2ypg,3eyj,0.77
3al4,3eyj,2.01
3bt6,3eyj,2.9
1eo8,3eyk,0.84
1ha0,3eyk,0.89
1hgd,3eyk,0.82
1hge,3eyk,0.82
1hgf,3eyk,0.83
1hgg,3eyk,0.83
1hgh,3eyk,0.84
1hgi,3eyk,0.85
1hgj,3eyk,0.85
1jsd,3eyk,1.66
1jsh,3eyk,1.66
1jsi,3eyk,1.66
1jsm,3eyk,1.93
1jsn,3eyk,1.96
1jso,3eyk,1.93
1ken,3eyk,0.85
1mql,3eyk,0.88
1mqm,3eyk,0.85
1mqn,3eyk,0.85
1qfu,3eyk,0.86
1rd8,3eyk,2.25
1ru7,3eyk,1.83
1rvt,3eyk,1.95
1rvx,3eyk,1.83
1rvz,3eyk,1.83
1ti8,3eyk,1.74
2fk0,3eyk,2.22
2hmg,3eyk,0.79
2ibx,3eyk,1.9
2rft,3eyk,2.95
2rfu,3eyk,2.92
2viu,3eyk,0.85
2wr0,3eyk,2.22
2wr1,3eyk,2.13
2wr2,3eyk,2.14
2wr3,3eyk,2.26
2wr4,3eyk,2.25
2wr5,3eyk,2.34
2wr7,3eyk,2.23
2wrb,3eyk,2.23
2wrc,3eyk,2.25
2wrd,3eyk,2.23
2wre,3eyk,2.29
2wrf,3eyk,2.3
2wrg,3eyk,2.15
2wrh,3eyk,2.14
2yp2,3eyk,0.84
2yp3,3eyk,0.82
2yp4,3eyk,0.83
2yp5,3eyk,0.83
2yp7,3eyk,0.82
2yp8,3eyk,0.82
2yp9,3eyk,0.83
2ypg,3eyk,0.79
3al4,3eyk,2.02
3bt6,3eyk,2.92
3eyj,3eyk,0.35
1eo8,3eym,0.38
1ha0,3eym,0.42
1hgd,3eym,0.32
1hge,3eym,0.33
1hgf,3eym,0.32
1hgg,3eym,0.34
1hgh,3eym,0.33
1hgi,3eym,0.32
1hgj,3eym,0.32
1jsd,3eym,1.57
1jsh,3eym,1.58
1jsi,3eym,1.58
1jsm,3eym,1.49
1jsn,3eym,1.53
1jso,3eym,1.49
1ken,3eym,0.49
1mql,3eym,0.39
1mqm,3eym,0.38
1mqn,3eym,0.38
1qfu,3eym,0.38
1rd8,3eym,1.86
1ru7,3eym,1.62
1rvt,3eym,1.7
1rvx,3eym,1.63
1rvz,3eym,1.62
1ti8,3eym,1.63
2fk0,3eym,1.74
2hmg,3eym,0.35
2ibx,3eym,1.5
2rft,3eym,2.72
2rfu,3eym,2.71
2viu,3eym,0.34
2wr0,3eym,1.75
2wr1,3eym,1.74
2wr2,3eym,1.74
2wr3,3eym,2.14
2wr4,3eym,2.15
2wr5,3eym,2.23
2wr7,3eym,2.16
2wrb,3eym,1.76
2wrc,3eym,1.75
2wrd,3eym,1.74
2wre,3eym,2.19
2wrf,3eym,1.8
2wrg,3eym,1.82
2wrh,3eym,1.82
2yp2,3eym,0.61
2yp3,3eym,0.57
2yp4,3eym,0.56
2yp5,3eym,0.57
2yp7,3eym,0.62
2yp8,3eym,0.62
2yp9,3eym,0.61
2ypg,3eym,0.24
3al4,3eym,1.75
3bt6,3eym,2.71
3eyj,3eym,0.81
3eyk,3eym,0.85
1eo8,3fku,1.55
1ha0,3fku,1.58
1hgd,3fku,1.54
1hge,3fku,1.54
1hgf,3fku,1.55
1hgg,3fku,1.56
1hgh,3fku,1.55
1hgi,3fku,1.54
1hgj,3fku,1.55
1jsd,3fku,1.31
1jsh,3fku,1.32
1jsi,3fku,1.32
1jsm,3fku,0.65
1jsn,3fku,0.66
1jso,3fku,0.65
1ken,3fku,1.59
1mql,3fku,1.54
1mqm,3fku,1.54
1mqn,3fku,1.54
1qfu,3fku,1.52
1rd8,3fku,1.35
1ru7,3fku,1.01
1rvt,3fku,1.03
1rvx,3fku,1.02
1rvz,3fku,1.02
1ti8,3fku,1.6
2fk0,3fku,1.18
2hmg,3fku,1.56
2ibx,3fku,0.59
2rft,3fku,2.8
2rfu,3fku,2.8
2viu,3fku,1.55
2wr0,3fku,1.33
2wr1,3fku,1.3
2wr2,3fku,1.3
2wr3,3fku,1.34
2wr4,3fku,1.34
2wr5,3fku,1.35
2wr7,3fku,1.37
2wrb,3fku,1.26
2wrc,3fku,1.25
2wrd,3fku,1.27
2wre,3fku,1.48
2wrf,3fku,1.33
2wrg,3fku,1.36
2wrh,3fku,1.35
2yp2,3fku,1.58
2yp3,3fku,1.59
2yp4,3fku,1.57
2yp5,3fku,1.57
2yp7,3fku,1.59
2yp8,3fku,1.59
2yp9,3fku,1.58
2ypg,3fku,1.53
3al4,3fku,1.32
3bt6,3fku,2.89
3eyj,3fku,1.9
3eyk,3fku,1.93
3eym,3fku,1.54
1eo8,3gbm,1.54
1ha0,3gbm,1.56
1hgd,3gbm,1.53
1hge,3gbm,1.53
1hgf,3gbm,1.53
1hgg,3gbm,1.54
1hgh,3gbm,1.53
1hgi,3gbm,1.53
1hgj,3gbm,1.53
1jsd,3gbm,1.3
1jsh,3gbm,1.3
1jsi,3gbm,1.3
1jsm,3gbm,0.54
1jsn,3gbm,0.53
1jso,3gbm,0.53
1ken,3gbm,1.58
1mql,3gbm,1.51
1mqm,3gbm,1.51
1mqn,3gbm,1.51
1qfu,3gbm,1.5
1rd8,3gbm,1.42
1ru7,3gbm,0.99
1rvt,3gbm,1.02
1rvx,3gbm,1.0
1rvz,3gbm,0.99
1ti8,3gbm,1.56
2fk0,3gbm,1.1
2hmg,3gbm,1.54
2ibx,3gbm,0.49
2rft,3gbm,2.85
2rfu,3gbm,2.86
2viu,3gbm,1.53
2wr0,3gbm,1.27
2wr1,3gbm,1.28
2wr2,3gbm,1.28
2wr3,3gbm,1.33
2wr4,3gbm,1.34
2wr5,3gbm,1.35
2wr7,3gbm,1.37
2wrb,3gbm,1.23
2wrc,3gbm,1.2
2wrd,3gbm,1.22
2wre,3gbm,1.46
2wrf,3gbm,1.29
2wrg,3gbm,1.34
2wrh,3gbm,1.32
2yp2,3gbm,1.58
2yp3,3gbm,1.58
2yp4,3gbm,1.57
2yp5,3gbm,1.57
2yp7,3gbm,1.59
2yp8,3gbm,1.59
2yp9,3gbm,1.58
2ypg,3gbm,1.52
3al4,3gbm,1.29
3bt6,3gbm,2.86
3eyj,3gbm,1.92
3eyk,3gbm,1.94
3eym,3gbm,1.53
3fku,3gbm,0.45
1eo8,3gbn,1.77
1ha0,3gbn,1.76
1hgd,3gbn,1.73
1hge,3gbn,1.72
1hgf,3gbn,1.74
1hgg,3gbn,1.75
1hgh,3gbn,1.73
1hgi,3gbn,1.73
1hgj,3gbn,1.73
1jsd,3gbn,1.16
1jsh,3gbn,1.16
1jsi,3gbn,1.16
1jsm,3gbn,0.99
1jsn,3gbn,1.02
1jso,3gbn,0.99
1ken,3gbn,1.77
1mql,3gbn,1.71
1mqm,3gbn,1.72
1mqn,3gbn,1.72
1qfu,3gbn,1.73
1rd8,3gbn,1.16
1ru7,3gbn,0.55
1rvt,3gbn,0.55
1rvx,3gbn,0.59
1rvz,3gbn,0.6
1ti8,3gbn,1.75
2fk0,3gbn,1.28
2hmg,3gbn,1.75
2ibx,3gbn,1.03
2rft,3gbn,2.94
2rfu,3gbn,2.85
2viu,3gbn,1.72
2wr0,3gbn,1.41
2wr1,3gbn,1.3
2wr2,3gbn,1.28
2wr3,3gbn,1.57
2wr4,3gbn,1.54
2wr5,3gbn,1.59
2wr7,3gbn,1.59
2wrb,3gbn,1.32
2wrc,3gbn,1.33
2wrd,3gbn,1.36
2wre,3gbn,1.7
2wrf,3gbn,1.41
2wrg,3gbn,1.01
2wrh,3gbn,1.05
2yp2,3gbn,1.75
2yp3,3gbn,1.75
2yp4,3gbn,1.74
2yp5,3gbn,1.75
2yp7,3gbn,1.75
2yp8,3gbn,1.76
2yp9,3gbn,1.75
2ypg,3gbn,1.71
3al4,3gbn,1.04
3bt6,3gbn,2.85
3eyj,3gbn,1.94
3eyk,3gbn,1.97
3eym,3gbn,1.73
3fku,3gbn,1.09
3gbm,3gbn,1.08
1eo8,3hmg,0.34
1ha0,3hmg,0.4
1hgd,3hmg,0.21
1hge,3hmg,0.22
1hgf,3hmg,0.2
1hgg,3hmg,0.21
1hgh,3hmg,0.22
1hgi,3hmg,0.23
1hgj,3hmg,0.21
1jsd,3hmg,1.61
1jsh,3hmg,1.62
1jsi,3hmg,1.62
1jsm,3hmg,1.51
1jsn,3hmg,1.54
1jso,3hmg,1.51
1ken,3hmg,0.44
1mql,3hmg,0.37
1mqm,3hmg,0.36
1mqn,3hmg,0.36
1qfu,3hmg,0.33
1rd8,3hmg,1.84
1ru7,3hmg,1.62
1rvt,3hmg,1.71
1rvx,3hmg,1.64
1rvz,3hmg,1.62
1ti8,3hmg,1.68
2fk0,3hmg,1.73
2hmg,3hmg,0.21
2ibx,3hmg,1.51
2rft,3hmg,2.71
2rfu,3hmg,2.7
2viu,3hmg,0.29
2wr0,3hmg,1.73
2wr1,3hmg,1.74
2wr2,3hmg,1.74
2wr3,3hmg,2.19
2wr4,3hmg,2.2
2wr5,3hmg,2.29
2wr7,3hmg,2.15
2wrb,3hmg,1.76
2wrc,3hmg,1.74
2wrd,3hmg,1.73
2wre,3hmg,2.17
2wrf,3hmg,1.78
2wrg,3hmg,1.81
2wrh,3hmg,1.79
2yp2,3hmg,0.63
2yp3,3hmg,0.56
2yp4,3hmg,0.55
2yp5,3hmg,0.58
2yp7,3hmg,0.64
2yp8,3hmg,0.63
2yp9,3hmg,0.63
2ypg,3hmg,0.29
3al4,3hmg,1.74
3bt6,3hmg,2.7
3eyj,3hmg,0.76
3eyk,3hmg,0.8
3eym,3hmg,0.31
3fku,3hmg,1.55
3gbm,3hmg,1.54
3gbn,3hmg,1.74
1eo8,3hto,1.73
1ha0,3hto,1.71
1hgd,3hto,1.68
1hge,3hto,1.68
1hgf,3hto,1.69
1hgg,3hto,1.7
1hgh,3hto,1.69
1hgi,3hto,1.69
1hgj,3hto,1.69
1jsd,3hto,1.2
1jsh,3hto,1.19
1jsi,3hto,1.19
1jsm,3hto,1.16
1jsn,3hto,1.19
1jso,3hto,1.16
1ken,3hto,1.72
1mql,3hto,1.68
1mqm,3hto,1.68
1mqn,3hto,1.68
1qfu,3hto,1.71
1rd8,3hto,0.88
1ru7,3hto,0.79
1rvt,3hto,0.87
1rvx,3hto,0.78
1rvz,3hto,0.78
1ti8,3hto,1.88
2fk0,3hto,1.04
2hmg,3hto,1.69
2ibx,3hto,1.15
2rft,3hto,2.74
2rfu,3hto,2.83
2viu,3hto,1.69
2wr0,3hto,1.22
2wr1,3hto,1.13
2wr2,3hto,1.12
2wr3,3hto,1.52
2wr4,3hto,1.49
2wr5,3hto,1.51
2wr7,3hto,1.54
2wrb,3hto,1.19
2wrc,3hto,1.16
2wrd,3hto,1.15
2wre,3hto,1.6
2wrf,3hto,1.24
2wrg,3hto,0.61
2wrh,3hto,0.64
2yp2,3hto,1.76
2yp3,3hto,1.75
2yp4,3hto,1.75
2yp5,3hto,1.75
2yp7,3hto,1.77
2yp8,3hto,1.77
2yp9,3hto,1.76
2ypg,3hto,1.7
3al4,3hto,0.77
3bt6,3hto,2.74
3eyj,3hto,1.95
3eyk,3hto,1.97
3eym,3hto,1.7
3fku,3hto,1.23
3gbm,3hto,1.19
3gbn,3hto,0.93
3hmg,3hto,1.69
1eo8,3htp,1.75
1ha0,3htp,1.73
1hgd,3htp,1.69
1hge,3htp,1.69
1hgf,3htp,1.71
1hgg,3htp,1.71
1hgh,3htp,1.7
1hgi,3htp,1.71
1hgj,3htp,1.7
1jsd,3htp,1.26
1jsh,3htp,1.25
1jsi,3htp,1.24
1jsm,3htp,1.2
1jsn,3htp,1.22
1jso,3htp,1.2
1ken,3htp,1.72
1mql,3htp,1.69
1mqm,3htp,1.69
1mqn,3htp,1.69
1qfu,3htp,1.73
1rd8,3htp,0.87
1ru7,3htp,0.84
1rvt,3htp,0.93
1rvx,3htp,0.82
1rvz,3htp,0.82
1ti8,3htp,1.91
2fk0,3htp,1.05
2hmg,3htp,1.71
2ibx,3htp,1.19
2rft,3htp,2.77
2rfu,3htp,2.76
2viu,3htp,1.7
2wr0,3htp,1.21
