p_id,p_id2,score
4cqq,4uo2,562.0
4cqq,4jtv,988.0
4cqq,3sm5,970.0
4cqq,3sdy,559.0
4cqq,3qqe,1227.0
4cqq,4h32,758.0
4cqq,3qqb,1227.0
4cqq,4jtx,994.0
4cqq,1rvz,1029.0
4cqq,1rvx,1029.0
4cqq,4kps,796.0
4cqq,1mql,565.0
4cqq,4kpq,796.0
4cqq,4edb,987.0
4cqq,3lzg,1006.0
4cqq,3lzf,1045.0
4cqq,1rvt,1057.0
4cqq,4bh2,1684.0
4cqq,3eym,560.0
4cqq,4hfu,1208.0
4cqq,4bgw,1726.0
4cqq,4gxx,1044.0
4cqq,4bgz,1638.0
4cqq,4bgy,1726.0
4cqq,4bgx,1726.0
4cqq,4f15,494.0
4cqq,4bh3,1684.0
4cqq,1qfu,560.0
4cqq,3zp6,1717.0
4cqq,1mqm,565.0
4cqq,3zp2,1716.0
4cqq,3zp1,1720.0
4cqq,3zp0,1720.0
4cqq,4uo8,563.0
4cqq,3m5i,499.0
4cqq,4uo9,563.0
4cqq,4bh0,1638.0
4cqq,4n64,554.0
4cqq,2wrf,1205.0
4cqq,2wre,1192.0
4cqq,2wrd,1191.0
4cqq,4n60,554.0
4cqq,4n61,554.0
4cqq,4n62,554.0
4cqq,4n63,554.0
4cqq,4cr0,1712.0
4cqq,1eo8,560.0
4cqq,2wrh,1029.0
4cqq,4cz0,557.0
4cqq,2yp5,535.0
4cqq,4ln4,547.0
4cqq,4ju0,1005.0
4cqq,1ti8,549.0
4cqq,1rd8,1034.0
4cqq,3vun,561.0
4cqq,2yp4,535.0
4cqq,1ru7,1029.0
4cqq,4dj6,576.0
4cqq,4dj7,576.0
4cqq,4bsi,568.0
4cqq,3m6s,996.0
4cqq,4o58,567.0
4cqq,4bsf,554.0
4cqq,4dj8,576.0
4cqq,4bsd,554.0
4cqq,4bsc,554.0
4cqq,4bsb,554.0
4cqq,4bsa,554.0
4cqq,2wr7,1185.0
4cqq,2wr5,1244.0
4cqq,2wr4,1244.0
4cqq,4i78,769.0
4cqq,2wr2,1262.0
4cqq,2wr1,1262.0
4cqq,2wr0,1262.0
4cqq,4k65,1621.0
4cqq,4k64,1645.0
4cqq,4k67,1621.0
4cqq,4py8,1034.0
4cqq,4nm8,559.0
4cqq,4k63,1645.0
4cqq,4k62,1645.0
4cqq,4bsg,568.0
4cqq,1mqn,565.0
4cqq,3ku5,1214.0
4cqq,3ku6,1220.0
4cqq,4bse,554.0
4cqq,3ku3,1227.0
4cqq,4lkj,542.0
4cqq,2hmg,560.0
4cqq,4jug,1052.0
4cqq,4fqv,566.0
4cqq,4o5i,536.0
4cqq,4juk,1628.0
4cqq,4juj,1052.0
4cqq,4jum,1622.0
4cqq,4jul,1625.0
4cqq,4o5n,536.0
4cqq,4jun,1642.0
4cqq,1ken,560.0
4cqq,4kdn,1696.0
4cqq,4gxu,1034.0
4cqq,2yp3,535.0
4cqq,2yp2,535.0
4cqq,4uny,553.0
4cqq,4bh1,1638.0
4cqq,2yp7,533.0
4cqq,4n5k,554.0
4cqq,4n5j,554.0
4cqq,4uo0,562.0
4cqq,4uo1,562.0
4cqq,2yp9,533.0
4cqq,4uo3,562.0
4cqq,4uo4,563.0
4cqq,4uo5,563.0
4cqq,4uo6,563.0
4cqq,4uo7,563.0
4cqq,4lkg,558.0
4cqq,4n5y,1691.0
4cqq,4n5z,1685.0
4cqq,4lki,542.0
4cqq,4lkh,558.0
4cqq,4lkk,542.0
4cqq,3htt,1044.0
4cqq,1hgf,560.0
4cqq,1hgg,560.0
4cqq,1hgd,560.0
4cqq,1hge,560.0
4cqq,4fiu,796.0
4cqq,4lcx,558.0
4cqq,3ubn,989.0
4cqq,1hgj,560.0
4cqq,4bh4,1684.0
4cqq,1hgh,560.0
4cqq,1hgi,560.0
4cqq,4unz,553.0
4cqq,3eyk,573.0
4cqq,4kon,535.0
4cqq,3eyj,573.0
4cqq,2yp8,533.0
4cqq,3ztj,560.0
4cqq,4kwm,1648.0
4cqq,4d00,549.0
4cqq,4k66,1621.0
4cqq,3uyw,478.0
4cqq,4kdq,1648.0
4cqq,2ibx,1726.0
4cqq,3uyx,481.0
4cqq,3ube,989.0
4cqq,2ypg,560.0
4cqq,3m5j,499.0
4cqq,4m5z,482.0
4cqq,3m5h,499.0
4cqq,3m5g,499.0
4cqq,4uoa,566.0
4cqq,3ubj,989.0
4cqq,4bsh,568.0
4cqq,3gbm,1709.0
4cqq,3gbn,1034.0
4cqq,4gms,567.0
4cqq,3r2x,1045.0
4cqq,4fp8,401.0
4cqq,4kdo,1696.0
4cqq,3zp3,1716.0
4cqq,4kdm,1696.0
4cqq,4unx,553.0
4cqq,4kth,1625.0
4cqq,3al4,988.0
4cqr,4cqs,1720.0
4cqr,4cqt,1720.0
4cqr,4cqu,1720.0
4cqr,4cqv,1635.0
4cqr,4cqw,1635.0
4cqr,4cqx,1635.0
4cqr,4cqy,1635.0
4cqr,4cqz,1730.0
4cqr,4lvh,490.0
4cqr,3qqo,1227.0
4cqr,4f23,796.0
4cqr,4f3z,979.0
4cqr,4hmg,567.0
4cqr,4cyz,557.0
4cqr,3fku,1709.0
4cqr,3mlh,471.0
4cqr,4cyv,557.0
4cqr,4cyw,557.0
4cqr,3htq,1044.0
4cqr,3htp,1044.0
4cqr,2fk0,1709.0
4cqr,4m4y,995.0
4cqr,4kvn,543.0
4cqr,3hmg,567.0
4cqr,4mhi,1653.0
4cqr,3hto,1044.0
4cqr,4mhj,1653.0
4cqr,4fqy,559.0
4cqr,2wrg,1033.0
4cqr,2viu,558.0
4cqr,4fqr,559.0
4cqr,4hlz,1227.0
4cqr,4fnk,559.0
4cqr,4fqi,1709.0
4cqr,4juh,1052.0
4cqr,2wrc,1185.0
4cqr,3znk,1726.0
4cqr,5hmg,560.0
4cqr,3znm,1726.0
4cqr,3znl,1726.0
4cqr,2wrb,1185.0
4cqr,4ln8,554.0
4cqr,4hg4,1208.0
4cqr,4ln6,554.0
4cqr,4lxv,996.0
4cqr,4eda,985.0
4cqr,4ln3,547.0
4cqr,4kw1,1634.0
4cqr,4wa1,550.0
4cqr,4wa2,550.0
4cqr,3s11,1638.0
4cqr,3s13,1397.0
4cqr,3s12,1656.0
4cqr,4hf5,1227.0
4cqr,1jsm,1598.0
4cqr,1jsn,1598.0
4cqr,1jso,1598.0
4cqr,1jsh,750.0
4cqr,1jsi,750.0
4cqr,1jsd,750.0
4cqr,3ubq,989.0
4cqr,3zpb,1717.0
4cqr,4uo2,562.0
4cqr,4jtv,988.0
4cqr,3sm5,970.0
4cqr,3sdy,559.0
4cqr,3qqe,1227.0
4cqr,4h32,758.0
4cqr,3qqb,1227.0
4cqr,4jtx,994.0
4cqr,1rvz,1029.0
4cqr,1rvx,1029.0
4cqr,4kps,796.0
4cqr,1mql,565.0
4cqr,4kpq,796.0
4cqr,4edb,987.0
4cqr,3lzg,1006.0
4cqr,3lzf,1045.0
4cqr,1rvt,1057.0
4cqr,4bh2,1684.0
4cqr,3eym,560.0
4cqr,4hfu,1208.0
4cqr,4bgw,1726.0
4cqr,4gxx,1044.0
4cqr,4bgz,1638.0
4cqr,4bgy,1726.0
4cqr,4bgx,1726.0
4cqr,4f15,494.0
4cqr,4bh3,1684.0
4cqr,1qfu,560.0
4cqr,3zp6,1717.0
4cqr,1mqm,565.0
4cqr,3zp2,1716.0
4cqr,3zp1,1720.0
4cqr,3zp0,1720.0
4cqr,4uo8,563.0
4cqr,3m5i,499.0
4cqr,4uo9,563.0
4cqr,4bh0,1638.0
4cqr,4n64,554.0
4cqr,2wrf,1205.0
4cqr,2wre,1192.0
4cqr,2wrd,1191.0
4cqr,4n60,554.0
4cqr,4n61,554.0
4cqr,4n62,554.0
4cqr,4n63,554.0
4cqr,4cr0,1712.0
4cqr,1eo8,560.0
4cqr,2wrh,1029.0
4cqr,4cz0,557.0
4cqr,2yp5,535.0
4cqr,4ln4,547.0
4cqr,4ju0,1005.0
4cqr,1ti8,549.0
4cqr,1rd8,1034.0
4cqr,3vun,561.0
4cqr,2yp4,535.0
4cqr,1ru7,1029.0
4cqr,4dj6,576.0
4cqr,4dj7,576.0
4cqr,4bsi,568.0
4cqr,3m6s,996.0
4cqr,4o58,567.0
4cqr,4bsf,554.0
4cqr,4dj8,576.0
4cqr,4bsd,554.0
4cqr,4bsc,554.0
4cqr,4bsb,554.0
4cqr,4bsa,554.0
4cqr,2wr7,1185.0
4cqr,2wr5,1244.0
4cqr,2wr4,1244.0
4cqr,4i78,769.0
4cqr,2wr2,1262.0
4cqr,2wr1,1262.0
4cqr,2wr0,1262.0
4cqr,4k65,1621.0
4cqr,4k64,1645.0
4cqr,4k67,1621.0
4cqr,4py8,1034.0
4cqr,4nm8,559.0
4cqr,4k63,1645.0
4cqr,4k62,1645.0
4cqr,4bsg,568.0
4cqr,1mqn,565.0
4cqr,3ku5,1214.0
4cqr,3ku6,1220.0
4cqr,4bse,554.0
4cqr,3ku3,1227.0
4cqr,4lkj,542.0
4cqr,2hmg,560.0
4cqr,4jug,1052.0
4cqr,4fqv,566.0
4cqr,4o5i,536.0
4cqr,4juk,1628.0
4cqr,4juj,1052.0
4cqr,4jum,1622.0
4cqr,4jul,1625.0
4cqr,4o5n,536.0
4cqr,4jun,1642.0
4cqr,1ken,560.0
4cqr,4kdn,1696.0
4cqr,4gxu,1034.0
4cqr,2yp3,535.0
4cqr,2yp2,535.0
4cqr,4uny,553.0
4cqr,4bh1,1638.0
4cqr,2yp7,533.0
4cqr,4n5k,554.0
4cqr,4n5j,554.0
4cqr,4uo0,562.0
4cqr,4uo1,562.0
4cqr,2yp9,533.0
4cqr,4uo3,562.0
4cqr,4uo4,563.0
4cqr,4uo5,563.0
4cqr,4uo6,563.0
4cqr,4uo7,563.0
4cqr,4lkg,558.0
4cqr,4n5y,1691.0
4cqr,4n5z,1685.0
4cqr,4lki,542.0
4cqr,4lkh,558.0
4cqr,4lkk,542.0
4cqr,3htt,1044.0
4cqr,1hgf,560.0
4cqr,1hgg,560.0
4cqr,1hgd,560.0
4cqr,1hge,560.0
4cqr,4fiu,796.0
4cqr,4lcx,558.0
4cqr,3ubn,989.0
4cqr,1hgj,560.0
4cqr,4bh4,1684.0
4cqr,1hgh,560.0
4cqr,1hgi,560.0
4cqr,4unz,553.0
4cqr,3eyk,573.0
4cqr,4kon,535.0
4cqr,3eyj,573.0
4cqr,2yp8,533.0
4cqr,3ztj,560.0
4cqr,4kwm,1648.0
4cqr,4d00,549.0
4cqr,4k66,1621.0
4cqr,3uyw,478.0
4cqr,4kdq,1648.0
4cqr,2ibx,1726.0
4cqr,3uyx,481.0
4cqr,3ube,989.0
4cqr,2ypg,560.0
4cqr,3m5j,499.0
4cqr,4m5z,482.0
4cqr,3m5h,499.0
4cqr,3m5g,499.0
4cqr,4uoa,566.0
4cqr,3ubj,989.0
4cqr,4bsh,568.0
4cqr,3gbm,1709.0
4cqr,3gbn,1034.0
4cqr,4gms,567.0
4cqr,3r2x,1045.0
4cqr,4fp8,401.0
4cqr,4kdo,1696.0
4cqr,3zp3,1716.0
4cqr,4kdm,1696.0
4cqr,4unx,553.0
4cqr,4kth,1625.0
4cqr,3al4,988.0
4cqs,4cqt,1732.0
4cqs,4cqu,1732.0
4cqs,4cqv,1636.0
4cqs,4cqw,1636.0
4cqs,4cqx,1636.0
4cqs,4cqy,1636.0
4cqs,4cqz,1723.0
4cqs,4lvh,493.0
4cqs,3qqo,1225.0
4cqs,4f23,794.0
4cqs,4f3z,985.0
4cqs,4hmg,570.0
4cqs,4cyz,559.0
4cqs,3fku,1710.0
4cqs,3mlh,474.0
4cqs,4cyv,559.0
4cqs,4cyw,559.0
4cqs,3htq,1052.0
4cqs,3htp,1052.0
4cqs,2fk0,1710.0
4cqs,4m4y,998.0
4cqs,4kvn,542.0
4cqs,3hmg,570.0
4cqs,4mhi,1654.0
4cqs,3hto,1052.0
4cqs,4mhj,1654.0
4cqs,4fqy,562.0
4cqs,2wrg,1041.0
4cqs,2viu,561.0
4cqs,4fqr,562.0
4cqs,4hlz,1225.0
4cqs,4fnk,562.0
4cqs,4fqi,1710.0
4cqs,4juh,1060.0
4cqs,2wrc,1183.0
4cqs,3znk,1727.0
4cqs,5hmg,563.0
4cqs,3znm,1727.0
4cqs,3znl,1727.0
4cqs,2wrb,1183.0
4cqs,4ln8,558.0
4cqs,4hg4,1206.0
4cqs,4ln6,558.0
4cqs,4lxv,999.0
4cqs,4eda,988.0
4cqs,4ln3,548.0
4cqs,4kw1,1635.0
4cqs,4wa1,553.0
4cqs,4wa2,553.0
4cqs,3s11,1639.0
4cqs,3s13,1398.0
4cqs,3s12,1657.0
4cqs,4hf5,1225.0
4cqs,1jsm,1599.0
4cqs,1jsn,1599.0
4cqs,1jso,1599.0
4cqs,1jsh,749.0
4cqs,1jsi,749.0
4cqs,1jsd,749.0
4cqs,3ubq,992.0
4cqs,3zpb,1718.0
4cqs,4uo2,564.0
4cqs,4jtv,991.0
4cqs,3sm5,971.0
4cqs,3sdy,562.0
4cqs,3qqe,1225.0
4cqs,4h32,763.0
4cqs,3qqb,1225.0
4cqs,4jtx,997.0
4cqs,1rvz,1037.0
4cqs,1rvx,1037.0
4cqs,4kps,797.0
4cqs,1mql,566.0
4cqs,4kpq,797.0
4cqs,4edb,988.0
4cqs,3lzg,1009.0
4cqs,3lzf,1053.0
4cqs,1rvt,1065.0
4cqs,4bh2,1685.0
4cqs,3eym,563.0
4cqs,4hfu,1206.0
4cqs,4bgw,1727.0
4cqs,4gxx,1052.0
4cqs,4bgz,1639.0
4cqs,4bgy,1727.0
4cqs,4bgx,1727.0
4cqs,4f15,497.0
4cqs,4bh3,1685.0
4cqs,1qfu,563.0
4cqs,3zp6,1718.0
4cqs,1mqm,566.0
4cqs,3zp2,1717.0
4cqs,3zp1,1721.0
4cqs,3zp0,1721.0
4cqs,4uo8,565.0
4cqs,3m5i,500.0
4cqs,4uo9,565.0
4cqs,4bh0,1639.0
4cqs,4n64,558.0
4cqs,2wrf,1203.0
4cqs,2wre,1196.0
4cqs,2wrd,1195.0
4cqs,4n60,558.0
4cqs,4n61,558.0
4cqs,4n62,558.0
4cqs,4n63,558.0
4cqs,4cr0,1724.0
4cqs,1eo8,563.0
4cqs,2wrh,1037.0
4cqs,4cz0,559.0
4cqs,2yp5,534.0
4cqs,4ln4,548.0
4cqs,4ju0,1008.0
4cqs,1ti8,550.0
4cqs,1rd8,1042.0
4cqs,3vun,564.0
4cqs,2yp4,534.0
4cqs,1ru7,1037.0
4cqs,4dj6,577.0
4cqs,4dj7,577.0
4cqs,4bsi,569.0
4cqs,3m6s,999.0
4cqs,4o58,570.0
4cqs,4bsf,558.0
4cqs,4dj8,577.0
4cqs,4bsd,558.0
4cqs,4bsc,558.0
4cqs,4bsb,558.0
4cqs,4bsa,558.0
4cqs,2wr7,1183.0
4cqs,2wr5,1242.0
4cqs,2wr4,1242.0
4cqs,4i78,774.0
4cqs,2wr2,1260.0
4cqs,2wr1,1260.0
4cqs,2wr0,1260.0
4cqs,4k65,1622.0
4cqs,4k64,1646.0
4cqs,4k67,1622.0
4cqs,4py8,1042.0
4cqs,4nm8,562.0
4cqs,4k63,1646.0
4cqs,4k62,1646.0
4cqs,4bsg,569.0
4cqs,1mqn,566.0
4cqs,3ku5,1212.0
4cqs,3ku6,1218.0
4cqs,4bse,558.0
4cqs,3ku3,1225.0
4cqs,4lkj,546.0
4cqs,2hmg,563.0
4cqs,4jug,1060.0
4cqs,4fqv,567.0
4cqs,4o5i,535.0
4cqs,4juk,1629.0
4cqs,4juj,1060.0
4cqs,4jum,1623.0
4cqs,4jul,1626.0
4cqs,4o5n,535.0
4cqs,4jun,1643.0
4cqs,1ken,563.0
4cqs,4kdn,1697.0
4cqs,4gxu,1042.0
4cqs,2yp3,534.0
4cqs,2yp2,534.0
4cqs,4uny,555.0
4cqs,4bh1,1639.0
4cqs,2yp7,532.0
4cqs,4n5k,558.0
4cqs,4n5j,558.0
4cqs,4uo0,564.0
4cqs,4uo1,564.0
4cqs,2yp9,532.0
4cqs,4uo3,564.0
4cqs,4uo4,565.0
4cqs,4uo5,565.0
4cqs,4uo6,565.0
4cqs,4uo7,565.0
4cqs,4lkg,559.0
4cqs,4n5y,1692.0
4cqs,4n5z,1686.0
4cqs,4lki,546.0
4cqs,4lkh,559.0
4cqs,4lkk,546.0
4cqs,3htt,1052.0
4cqs,1hgf,563.0
4cqs,1hgg,563.0
4cqs,1hgd,563.0
4cqs,1hge,563.0
4cqs,4fiu,794.0
4cqs,4lcx,559.0
4cqs,3ubn,992.0
4cqs,1hgj,563.0
4cqs,4bh4,1685.0
4cqs,1hgh,563.0
4cqs,1hgi,563.0
4cqs,4unz,555.0
4cqs,3eyk,574.0
4cqs,4kon,539.0
4cqs,3eyj,574.0
4cqs,2yp8,532.0
4cqs,3ztj,563.0
4cqs,4kwm,1649.0
4cqs,4d00,551.0
4cqs,4k66,1622.0
4cqs,3uyw,481.0
4cqs,4kdq,1649.0
4cqs,2ibx,1727.0
4cqs,3uyx,484.0
4cqs,3ube,992.0
4cqs,2ypg,563.0
4cqs,3m5j,500.0
4cqs,4m5z,485.0
4cqs,3m5h,500.0
4cqs,3m5g,500.0
4cqs,4uoa,568.0
4cqs,3ubj,992.0
4cqs,4bsh,569.0
4cqs,3gbm,1710.0
4cqs,3gbn,1042.0
4cqs,4gms,570.0
4cqs,3r2x,1053.0
4cqs,4fp8,404.0
4cqs,4kdo,1697.0
4cqs,3zp3,1717.0
4cqs,4kdm,1697.0
4cqs,4unx,555.0
4cqs,4kth,1626.0
4cqs,3al4,991.0
4cqt,4cqu,1732.0
4cqt,4cqv,1636.0
4cqt,4cqw,1636.0
4cqt,4cqx,1636.0
4cqt,4cqy,1636.0
4cqt,4cqz,1723.0
4cqt,4lvh,493.0
4cqt,3qqo,1225.0
4cqt,4f23,794.0
4cqt,4f3z,985.0
4cqt,4hmg,570.0
4cqt,4cyz,559.0
4cqt,3fku,1710.0
4cqt,3mlh,474.0
4cqt,4cyv,559.0
4cqt,4cyw,559.0
4cqt,3htq,1052.0
4cqt,3htp,1052.0
4cqt,2fk0,1710.0
4cqt,4m4y,998.0
4cqt,4kvn,542.0
4cqt,3hmg,570.0
4cqt,4mhi,1654.0
4cqt,3hto,1052.0
4cqt,4mhj,1654.0
4cqt,4fqy,562.0
4cqt,2wrg,1041.0
4cqt,2viu,561.0
4cqt,4fqr,562.0
4cqt,4hlz,1225.0
4cqt,4fnk,562.0
4cqt,4fqi,1710.0
4cqt,4juh,1060.0
4cqt,2wrc,1183.0
4cqt,3znk,1727.0
4cqt,5hmg,563.0
4cqt,3znm,1727.0
4cqt,3znl,1727.0
4cqt,2wrb,1183.0
4cqt,4ln8,558.0
4cqt,4hg4,1206.0
4cqt,4ln6,558.0
4cqt,4lxv,999.0
4cqt,4eda,988.0
4cqt,4ln3,548.0
4cqt,4kw1,1635.0
4cqt,4wa1,553.0
4cqt,4wa2,553.0
4cqt,3s11,1639.0
4cqt,3s13,1398.0
4cqt,3s12,1657.0
4cqt,4hf5,1225.0
4cqt,1jsm,1599.0
4cqt,1jsn,1599.0
4cqt,1jso,1599.0
4cqt,1jsh,749.0
4cqt,1jsi,749.0
4cqt,1jsd,749.0
4cqt,3ubq,992.0
4cqt,3zpb,1718.0
4cqt,4uo2,564.0
4cqt,4jtv,991.0
4cqt,3sm5,971.0
4cqt,3sdy,562.0
4cqt,3qqe,1225.0
4cqt,4h32,763.0
4cqt,3qqb,1225.0
4cqt,4jtx,997.0
4cqt,1rvz,1037.0
4cqt,1rvx,1037.0
4cqt,4kps,797.0
4cqt,1mql,566.0
4cqt,4kpq,797.0
4cqt,4edb,988.0
4cqt,3lzg,1009.0
4cqt,3lzf,1053.0
4cqt,1rvt,1065.0
4cqt,4bh2,1685.0
4cqt,3eym,563.0
4cqt,4hfu,1206.0
4cqt,4bgw,1727.0
4cqt,4gxx,1052.0
4cqt,4bgz,1639.0
4cqt,4bgy,1727.0
4cqt,4bgx,1727.0
4cqt,4f15,497.0
4cqt,4bh3,1685.0
4cqt,1qfu,563.0
4cqt,3zp6,1718.0
4cqt,1mqm,566.0
4cqt,3zp2,1717.0
4cqt,3zp1,1721.0
4cqt,3zp0,1721.0
4cqt,4uo8,565.0
4cqt,3m5i,500.0
4cqt,4uo9,565.0
4cqt,4bh0,1639.0
4cqt,4n64,558.0
4cqt,2wrf,1203.0
4cqt,2wre,1196.0
4cqt,2wrd,1195.0
4cqt,4n60,558.0
4cqt,4n61,558.0
4cqt,4n62,558.0
4cqt,4n63,558.0
4cqt,4cr0,1724.0
4cqt,1eo8,563.0
4cqt,2wrh,1037.0
4cqt,4cz0,559.0
4cqt,2yp5,534.0
4cqt,4ln4,548.0
4cqt,4ju0,1008.0
4cqt,1ti8,550.0
4cqt,1rd8,1042.0
4cqt,3vun,564.0
4cqt,2yp4,534.0
4cqt,1ru7,1037.0
4cqt,4dj6,577.0
4cqt,4dj7,577.0
4cqt,4bsi,569.0
4cqt,3m6s,999.0
4cqt,4o58,570.0
4cqt,4bsf,558.0
4cqt,4dj8,577.0
4cqt,4bsd,558.0
4cqt,4bsc,558.0
4cqt,4bsb,558.0
4cqt,4bsa,558.0
4cqt,2wr7,1183.0
4cqt,2wr5,1242.0
4cqt,2wr4,1242.0
4cqt,4i78,774.0
4cqt,2wr2,1260.0
4cqt,2wr1,1260.0
4cqt,2wr0,1260.0
4cqt,4k65,1622.0
4cqt,4k64,1646.0
4cqt,4k67,1622.0
4cqt,4py8,1042.0
4cqt,4nm8,562.0
4cqt,4k63,1646.0
4cqt,4k62,1646.0
4cqt,4bsg,569.0
4cqt,1mqn,566.0
4cqt,3ku5,1212.0
4cqt,3ku6,1218.0
4cqt,4bse,558.0
4cqt,3ku3,1225.0
4cqt,4lkj,546.0
4cqt,2hmg,563.0
4cqt,4jug,1060.0
4cqt,4fqv,567.0
4cqt,4o5i,535.0
4cqt,4juk,1629.0
4cqt,4juj,1060.0
4cqt,4jum,1623.0
4cqt,4jul,1626.0
4cqt,4o5n,535.0
4cqt,4jun,1643.0
4cqt,1ken,563.0
4cqt,4kdn,1697.0
4cqt,4gxu,1042.0
4cqt,2yp3,534.0
4cqt,2yp2,534.0
4cqt,4uny,555.0
4cqt,4bh1,1639.0
4cqt,2yp7,532.0
4cqt,4n5k,558.0
4cqt,4n5j,558.0
4cqt,4uo0,564.0
4cqt,4uo1,564.0
4cqt,2yp9,532.0
4cqt,4uo3,564.0
4cqt,4uo4,565.0
4cqt,4uo5,565.0
4cqt,4uo6,565.0
4cqt,4uo7,565.0
4cqt,4lkg,559.0
4cqt,4n5y,1692.0
4cqt,4n5z,1686.0
4cqt,4lki,546.0
4cqt,4lkh,559.0
4cqt,4lkk,546.0
4cqt,3htt,1052.0
4cqt,1hgf,563.0
4cqt,1hgg,563.0
4cqt,1hgd,563.0
4cqt,1hge,563.0
4cqt,4fiu,794.0
4cqt,4lcx,559.0
4cqt,3ubn,992.0
4cqt,1hgj,563.0
4cqt,4bh4,1685.0
4cqt,1hgh,563.0
4cqt,1hgi,563.0
4cqt,4unz,555.0
4cqt,3eyk,574.0
4cqt,4kon,539.0
4cqt,3eyj,574.0
4cqt,2yp8,532.0
4cqt,3ztj,563.0
4cqt,4kwm,1649.0
4cqt,4d00,551.0
4cqt,4k66,1622.0
4cqt,3uyw,481.0
4cqt,4kdq,1649.0
4cqt,2ibx,1727.0
4cqt,3uyx,484.0
4cqt,3ube,992.0
4cqt,2ypg,563.0
4cqt,3m5j,500.0
4cqt,4m5z,485.0
4cqt,3m5h,500.0
4cqt,3m5g,500.0
4cqt,4uoa,568.0
4cqt,3ubj,992.0
4cqt,4bsh,569.0
4cqt,3gbm,1710.0
4cqt,3gbn,1042.0
4cqt,4gms,570.0
4cqt,3r2x,1053.0
4cqt,4fp8,404.0
4cqt,4kdo,1697.0
4cqt,3zp3,1717.0
4cqt,4kdm,1697.0
4cqt,4unx,555.0
4cqt,4kth,1626.0
4cqt,3al4,991.0
4cqu,4cqv,1636.0
4cqu,4cqw,1636.0
4cqu,4cqx,1636.0
4cqu,4cqy,1636.0
4cqu,4cqz,1723.0
4cqu,4lvh,493.0
4cqu,3qqo,1225.0
4cqu,4f23,794.0
4cqu,4f3z,985.0
4cqu,4hmg,570.0
4cqu,4cyz,559.0
4cqu,3fku,1710.0
4cqu,3mlh,474.0
4cqu,4cyv,559.0
4cqu,4cyw,559.0
4cqu,3htq,1052.0
4cqu,3htp,1052.0
4cqu,2fk0,1710.0
4cqu,4m4y,998.0
4cqu,4kvn,542.0
4cqu,3hmg,570.0
4cqu,4mhi,1654.0
4cqu,3hto,1052.0
4cqu,4mhj,1654.0
4cqu,4fqy,562.0
4cqu,2wrg,1041.0
4cqu,2viu,561.0
4cqu,4fqr,562.0
4cqu,4hlz,1225.0
4cqu,4fnk,562.0
4cqu,4fqi,1710.0
4cqu,4juh,1060.0
4cqu,2wrc,1183.0
4cqu,3znk,1727.0
4cqu,5hmg,563.0
4cqu,3znm,1727.0
4cqu,3znl,1727.0
4cqu,2wrb,1183.0
4cqu,4ln8,558.0
4cqu,4hg4,1206.0
4cqu,4ln6,558.0
4cqu,4lxv,999.0
4cqu,4eda,988.0
4cqu,4ln3,548.0
4cqu,4kw1,1635.0
4cqu,4wa1,553.0
4cqu,4wa2,553.0
4cqu,3s11,1639.0
4cqu,3s13,1398.0
4cqu,3s12,1657.0
4cqu,4hf5,1225.0
4cqu,1jsm,1599.0
4cqu,1jsn,1599.0
4cqu,1jso,1599.0
4cqu,1jsh,749.0
4cqu,1jsi,749.0
4cqu,1jsd,749.0
4cqu,3ubq,992.0
4cqu,3zpb,1718.0
4cqu,4uo2,564.0
4cqu,4jtv,991.0
4cqu,3sm5,971.0
4cqu,3sdy,562.0
4cqu,3qqe,1225.0
4cqu,4h32,763.0
4cqu,3qqb,1225.0
4cqu,4jtx,997.0
4cqu,1rvz,1037.0
4cqu,1rvx,1037.0
4cqu,4kps,797.0
4cqu,1mql,566.0
4cqu,4kpq,797.0
4cqu,4edb,988.0
4cqu,3lzg,1009.0
4cqu,3lzf,1053.0
4cqu,1rvt,1065.0
4cqu,4bh2,1685.0
4cqu,3eym,563.0
4cqu,4hfu,1206.0
4cqu,4bgw,1727.0
4cqu,4gxx,1052.0
4cqu,4bgz,1639.0
4cqu,4bgy,1727.0
4cqu,4bgx,1727.0
4cqu,4f15,497.0
4cqu,4bh3,1685.0
4cqu,1qfu,563.0
4cqu,3zp6,1718.0
4cqu,1mqm,566.0
4cqu,3zp2,1717.0
4cqu,3zp1,1721.0
4cqu,3zp0,1721.0
4cqu,4uo8,565.0
4cqu,3m5i,500.0
4cqu,4uo9,565.0
4cqu,4bh0,1639.0
4cqu,4n64,558.0
4cqu,2wrf,1203.0
4cqu,2wre,1196.0
4cqu,2wrd,1195.0
4cqu,4n60,558.0
4cqu,4n61,558.0
4cqu,4n62,558.0
4cqu,4n63,558.0
4cqu,4cr0,1724.0
4cqu,1eo8,563.0
4cqu,2wrh,1037.0
4cqu,4cz0,559.0
4cqu,2yp5,534.0
4cqu,4ln4,548.0
4cqu,4ju0,1008.0
4cqu,1ti8,550.0
4cqu,1rd8,1042.0
4cqu,3vun,564.0
4cqu,2yp4,534.0
4cqu,1ru7,1037.0
4cqu,4dj6,577.0
4cqu,4dj7,577.0
4cqu,4bsi,569.0
4cqu,3m6s,999.0
4cqu,4o58,570.0
4cqu,4bsf,558.0
4cqu,4dj8,577.0
4cqu,4bsd,558.0
4cqu,4bsc,558.0
4cqu,4bsb,558.0
4cqu,4bsa,558.0
4cqu,2wr7,1183.0
4cqu,2wr5,1242.0
4cqu,2wr4,1242.0
